gene_symbol,n_total_variants,n_pathogenic,n_likely_pathogenic,n_benign,n_likely_benign,n_vus,pathogenic_fraction,benign_fraction,clinical_actionability
CLN5,207,81,34,6,30,56,0.5555555555555556,0.17391304347826086,high
EMD,150,81,10,4,14,41,0.6066666666666667,0.12,high
PC,172,80,8,16,28,38,0.5116279069767442,0.2558139534883721,high
KRT14,202,80,14,16,4,4,0.46534653465346537,0.09900990099009901,high
G6PD,188,80,64,4,10,28,0.7659574468085106,0.07446808510638298,high
TSHR,184,80,24,22,22,28,0.5652173913043478,0.2391304347826087,high
BMPR2,340,80,12,80,56,112,0.27058823529411763,0.4,high
ITPR1,344,80,8,82,92,82,0.2558139534883721,0.5058139534883721,high
TRIM32,201,80,6,10,0,105,0.42786069651741293,0.04975124378109453,high
CCDC39,230,80,2,32,42,74,0.3565217391304348,0.3217391304347826,high
GALC,235,79,32,70,16,36,0.4723404255319149,0.3659574468085106,high
BCOR,152,79,2,16,14,31,0.5328947368421053,0.19736842105263158,high
DOCK8,389,78,2,104,68,133,0.20565552699228792,0.442159383033419,high
SGCD,418,78,6,24,114,190,0.20095693779904306,0.33014354066985646,high
COQ8A,213,78,21,24,38,52,0.4647887323943662,0.29107981220657275,high
GRIN2B,371,78,58,44,128,61,0.3665768194070081,0.4636118598382749,high
PPT1,284,78,90,32,18,66,0.5915492957746479,0.176056338028169,high
TMC1,207,77,14,10,28,72,0.4396135265700483,0.18357487922705315,high
ACADVL,293,77,82,24,26,84,0.5426621160409556,0.17064846416382254,high
BCKDHB,275,77,46,64,20,68,0.44727272727272727,0.3054545454545455,high
AGL,277,77,30,66,36,68,0.3862815884476534,0.36823104693140796,high
HNF1B,156,76,16,20,24,20,0.5897435897435898,0.28205128205128205,high
CAV3,262,76,10,14,50,66,0.3282442748091603,0.24427480916030533,high
TPO,169,76,10,40,6,37,0.5088757396449705,0.27218934911242604,high
CLCN1,190,76,32,12,40,28,0.5684210526315789,0.2736842105263158,high
EP300,284,76,10,54,102,34,0.3028169014084507,0.5492957746478874,high
KIF1B,338,76,0,98,70,92,0.22485207100591717,0.4970414201183432,high
CYLD,252,76,2,58,14,96,0.30952380952380953,0.2857142857142857,high
SLC25A22,258,76,2,38,20,122,0.3023255813953488,0.2248062015503876,high
ENPP1,292,76,8,108,28,72,0.2876712328767123,0.4657534246575342,high
ABCB4,188,76,10,18,20,64,0.4574468085106383,0.20212765957446807,high
MTHFR,196,75,38,14,18,41,0.576530612244898,0.16326530612244897,high
BSCL2,147,75,4,10,16,42,0.5374149659863946,0.17687074829931973,high
DNM2,200,74,18,28,40,38,0.46,0.34,high
ADAMTS17,422,74,2,156,38,152,0.18009478672985782,0.4597156398104265,high
BCKDHA,182,74,30,24,26,28,0.5714285714285714,0.27472527472527475,high
WDR19,174,74,10,20,22,48,0.4827586206896552,0.2413793103448276,high
BBS2,178,74,22,18,24,40,0.5393258426966292,0.23595505617977527,high
GPR179,240,74,4,48,30,82,0.325,0.325,high
CHRNE,242,74,24,50,30,64,0.4049586776859504,0.3305785123966942,high
HNF1A,262,74,28,50,56,50,0.3893129770992366,0.40458015267175573,high
CDKN1C,150,74,10,4,44,12,0.56,0.32,high
CLN6,218,74,14,12,26,86,0.4036697247706422,0.1743119266055046,high
MED12,282,74,16,40,50,44,0.3191489361702128,0.3191489361702128,high
ALDH7A1,340,74,22,58,46,140,0.2823529411764706,0.3058823529411765,high
TP63,242,74,14,38,46,70,0.36363636363636365,0.34710743801652894,high
KANSL1,409,73,2,99,186,36,0.18337408312958436,0.6968215158924206,high
SHOX,205,73,10,26,48,48,0.40487804878048783,0.36097560975609755,high
SDHD,181,73,26,8,24,50,0.5469613259668509,0.17679558011049723,high
TTC21B,239,73,4,36,42,84,0.32217573221757323,0.3263598326359833,high
LRRK2,435,72,6,52,80,163,0.1793103448275862,0.30344827586206896,high
ESCO2,182,72,12,22,16,56,0.46153846153846156,0.2087912087912088,high
CHRNA2,282,72,0,74,34,102,0.2553191489361702,0.3829787234042553,high
ACTC1,363,72,8,19,66,196,0.22038567493112948,0.23415977961432508,high
SKI,186,72,8,8,64,34,0.43010752688172044,0.3870967741935484,high
ATP1A3,146,72,30,8,26,10,0.6986301369863014,0.2328767123287671,high
DEPDC5,168,72,4,30,10,26,0.4523809523809524,0.23809523809523808,high
OBSL1,274,72,2,66,30,104,0.27007299270072993,0.35036496350364965,high
ENG,216,72,16,12,76,40,0.4074074074074074,0.4074074074074074,high
PCARE,306,72,2,76,30,126,0.24183006535947713,0.3464052287581699,high
PLCE1,230,72,0,40,34,82,0.3130434782608696,0.3217391304347826,high
NEK1,195,72,12,32,18,59,0.4307692307692308,0.2564102564102564,high
LRP4,242,72,4,24,36,106,0.3140495867768595,0.24793388429752067,high
ATP8B1,219,71,8,40,30,68,0.3607305936073059,0.319634703196347,high
PMM2,244,71,38,26,20,87,0.44672131147540983,0.1885245901639344,high
GHR,189,71,8,44,8,58,0.41798941798941797,0.2751322751322751,high
COL4A4,340,70,10,58,68,134,0.23529411764705882,0.37058823529411766,high
SBF2,244,70,4,32,28,110,0.30327868852459017,0.2459016393442623,high
SERPINA1,233,70,14,20,50,74,0.3605150214592275,0.30042918454935624,high
CYP4V2,252,70,12,36,22,112,0.3253968253968254,0.23015873015873015,high
PRRT2,130,70,12,8,18,20,0.6307692307692307,0.2,high
HBA1,409,70,10,0,22,44,0.19559902200489,0.05378973105134474,high
COL17A1,232,70,6,50,46,60,0.3275862068965517,0.41379310344827586,high
TCIRG1,166,70,8,14,22,52,0.46987951807228917,0.21686746987951808,high
RBP3,206,70,0,12,10,114,0.33980582524271846,0.10679611650485436,high
OTOG,310,70,4,106,92,36,0.23870967741935484,0.6387096774193548,high
ATP1A2,317,70,18,88,48,93,0.277602523659306,0.42902208201892744,high
CDHR1,264,70,14,22,44,114,0.3181818181818182,0.25,high
NAGLU,138,70,14,8,10,36,0.6086956521739131,0.13043478260869565,high
NKX2-5,144,70,10,12,16,36,0.5555555555555556,0.19444444444444445,high
MAPT,389,69,6,128,70,98,0.1928020565552699,0.5089974293059126,high
CDC73,217,69,4,12,40,90,0.33640552995391704,0.23963133640552994,high
CTNS,334,69,22,95,26,120,0.27245508982035926,0.36227544910179643,high
HNF4A,162,69,11,12,38,32,0.49382716049382713,0.30864197530864196,high
VPS13A,248,69,2,52,40,85,0.2862903225806452,0.3709677419354839,high
NTRK1,142,68,12,20,26,14,0.5633802816901409,0.323943661971831,high
AIPL1,215,68,3,24,30,76,0.3302325581395349,0.25116279069767444,high
ABCG8,162,68,8,16,28,42,0.4691358024691358,0.2716049382716049,high
GJB1,144,68,58,4,2,12,0.875,0.041666666666666664,high
UNC13D,220,68,2,54,36,60,0.3181818181818182,0.4090909090909091,high
MFRP,210,68,4,10,38,88,0.34285714285714286,0.22857142857142856,high
PEX6,188,68,12,16,44,48,0.425531914893617,0.3191489361702128,high
TRPM1,201,68,11,38,22,62,0.39303482587064675,0.29850746268656714,high
TRIOBP,296,68,2,50,108,68,0.23648648648648649,0.5337837837837838,high
GCH1,157,67,2,22,16,50,0.4394904458598726,0.24203821656050956,high
WNK1,383,67,2,90,93,131,0.1801566579634465,0.47780678851174935,high
FLNC,248,66,10,78,70,24,0.3064516129032258,0.5967741935483871,high
OAT,184,66,62,20,0,36,0.6956521739130435,0.10869565217391304,high
KCNJ10,184,66,10,14,8,86,0.41304347826086957,0.11956521739130435,high
SLC37A4,194,66,30,22,8,50,0.4948453608247423,0.15463917525773196,high
MYH2,191,66,4,20,34,67,0.36649214659685864,0.28272251308900526,high
TNFRSF1A,259,66,28,8,26,55,0.36293436293436293,0.13127413127413126,high
PCCA,160,66,36,12,18,26,0.6375,0.1875,high
ASS1,184,66,40,20,14,44,0.5760869565217391,0.18478260869565216,high
GCDH,142,66,30,16,2,28,0.676056338028169,0.1267605633802817,high
PDHA1,122,66,24,16,4,12,0.7377049180327869,0.16393442622950818,high
CRX,209,66,20,36,28,37,0.41148325358851673,0.3062200956937799,high
RPGRIP1,195,66,16,12,28,59,0.4205128205128205,0.20512820512820512,high
GNAS,161,66,14,18,26,21,0.4968944099378882,0.2732919254658385,high
EXT2,188,66,4,42,36,34,0.3723404255319149,0.4148936170212766,high
PLEKHG5,270,66,0,62,26,116,0.24444444444444444,0.32592592592592595,high
PMP22,124,65,16,6,22,15,0.6532258064516129,0.22580645161290322,high
HBA2,165,65,24,0,10,18,0.5393939393939394,0.06060606060606061,high
LHCGR,128,64,12,20,18,14,0.59375,0.296875,high
MEGF10,254,64,2,32,26,130,0.25984251968503935,0.2283464566929134,high
DAG1,184,64,2,18,14,76,0.358695652173913,0.17391304347826086,high
RHO,196,64,40,26,24,42,0.5306122448979592,0.25510204081632654,high
POLR3A,256,64,12,56,48,68,0.296875,0.40625,high
PCSK9,234,64,10,44,40,76,0.3162393162393162,0.358974358974359,high
THRB,312,64,10,118,14,106,0.23717948717948717,0.4230769230769231,high
ASL,134,64,32,14,10,12,0.7164179104477612,0.1791044776119403,high
VLDLR,170,64,4,12,26,64,0.4,0.2235294117647059,high
MYL2,234,64,14,22,46,78,0.3333333333333333,0.2905982905982906,high
CASQ2,262,64,16,18,68,96,0.3053435114503817,0.3282442748091603,high
KAT6B,200,64,6,12,86,22,0.35,0.49,high
CHRNA1,128,64,8,18,16,22,0.5625,0.265625,high
KLHL3,232,64,10,24,38,96,0.31896551724137934,0.2672413793103448,high
SGCB,200,64,12,16,6,102,0.38,0.11,high
DNAAF1,207,63,0,44,54,46,0.30434782608695654,0.47342995169082125,high
TMPRSS3,186,63,18,20,34,51,0.43548387096774194,0.2903225806451613,high
DYRK1A,94,63,14,0,10,7,0.8191489361702128,0.10638297872340426,high
NHS,152,63,4,16,30,39,0.4407894736842105,0.3026315789473684,high
F11,225,63,46,26,6,52,0.48444444444444446,0.14222222222222222,high
NPHP1,190,63,6,57,28,34,0.3631578947368421,0.4473684210526316,high
AP3B1,155,63,0,14,26,52,0.4064516129032258,0.25806451612903225,high
ADAMTS2,266,62,2,84,36,82,0.24060150375939848,0.45112781954887216,high
IFT122,178,62,4,14,44,54,0.3707865168539326,0.3258426966292135,high
SLC2A10,266,62,20,34,52,90,0.3082706766917293,0.3233082706766917,high
AARS2,248,62,6,60,28,92,0.27419354838709675,0.3548387096774194,high
STAT1,168,62,10,32,32,32,0.42857142857142855,0.38095238095238093,high
NOTCH3,198,62,4,50,54,26,0.3333333333333333,0.5252525252525253,high
SLC4A1,214,62,20,30,48,50,0.38317757009345793,0.3644859813084112,high
SERPINC1,157,62,20,4,14,27,0.5222929936305732,0.11464968152866242,high
SELENON,226,62,20,30,44,70,0.36283185840707965,0.3274336283185841,high
OCRL,142,62,12,4,2,16,0.5211267605633803,0.04225352112676056,high
LARGE1,160,62,2,22,42,32,0.4,0.4,high
SLC25A13,144,62,10,6,10,54,0.5,0.1111111111111111,high
RASA1,143,62,0,4,48,29,0.43356643356643354,0.36363636363636365,high
NF2,222,62,4,26,36,90,0.2972972972972973,0.27927927927927926,high
PEX5,190,62,2,20,16,90,0.3368421052631579,0.18947368421052632,high
SLX4,354,62,0,72,78,142,0.1751412429378531,0.423728813559322,high
CPS1,188,61,8,52,28,39,0.3670212765957447,0.425531914893617,high
FGD1,113,61,2,18,10,22,0.5575221238938053,0.24778761061946902,high
NR0B1,75,61,6,4,0,4,0.8933333333333333,0.05333333333333334,high
PKD2,179,61,4,18,38,58,0.36312849162011174,0.3128491620111732,high
ANKRD11,86,61,14,0,6,5,0.872093023255814,0.06976744186046512,high
RRM2B,236,60,18,56,18,66,0.3305084745762712,0.3135593220338983,high
BBS1,148,60,10,22,12,44,0.47297297297297297,0.22972972972972974,high
SMARCAL1,138,60,2,10,30,36,0.4492753623188406,0.2898550724637681,high
ARFGEF2,189,60,1,16,14,96,0.32275132275132273,0.15873015873015872,high
RAF1,381,60,44,58,100,117,0.27296587926509186,0.4146981627296588,high
AARS1,186,60,4,10,44,68,0.34408602150537637,0.2903225806451613,high
PDE6C,156,60,12,20,16,48,0.46153846153846156,0.23076923076923078,high
CNGB3,186,60,6,38,22,58,0.3548387096774194,0.3225806451612903,high
HCN4,206,60,2,36,34,74,0.30097087378640774,0.33980582524271846,high
LAMC2,226,60,4,56,26,80,0.2831858407079646,0.36283185840707965,high
DNAJB6,187,60,1,10,42,74,0.32620320855614976,0.27807486631016043,high
EFHC1,277,60,0,12,56,139,0.21660649819494585,0.24548736462093862,high
MYPN,321,60,0,43,88,118,0.18691588785046728,0.40809968847352024,high
SOX9,122,60,2,16,16,26,0.5081967213114754,0.26229508196721313,high
DBT,274,60,12,54,32,116,0.26277372262773724,0.31386861313868614,high
TERC,82,60,2,0,6,14,0.7560975609756098,0.07317073170731707,high
ALPL,186,60,30,48,32,16,0.4838709677419355,0.43010752688172044,high
LPL,205,59,24,44,18,54,0.40487804878048783,0.3024390243902439,high
SMC1A,171,59,36,12,24,40,0.5555555555555556,0.21052631578947367,high
TAFAZZIN,129,58,19,2,22,28,0.5968992248062015,0.18604651162790697,high
SALL1,180,58,4,32,50,36,0.34444444444444444,0.45555555555555555,high
ADGRG1,146,58,20,28,18,22,0.5342465753424658,0.3150684931506849,high
BAP1,176,58,6,12,82,16,0.36363636363636365,0.5340909090909091,high
FREM1,384,58,2,140,32,152,0.15625,0.4479166666666667,high
WDR35,265,58,10,52,34,111,0.25660377358490566,0.32452830188679244,high
KCNA1,274,58,2,36,68,110,0.21897810218978103,0.3795620437956204,high
DIAPH1,224,58,2,30,62,72,0.26785714285714285,0.4107142857142857,high
ABCG5,140,58,8,12,18,44,0.4714285714285714,0.21428571428571427,high
DNMT1,142,58,6,22,32,24,0.4507042253521127,0.38028169014084506,high
EGFR,414,58,24,22,88,110,0.19806763285024154,0.26570048309178745,high
FANCI,246,58,10,38,56,84,0.2764227642276423,0.3821138211382114,high
ALAS2,100,58,8,18,14,2,0.66,0.32,high
IMPG2,238,58,12,22,18,128,0.29411764705882354,0.16806722689075632,high
SRCAP,234,58,4,24,100,48,0.26495726495726496,0.5299145299145299,high
GUCY2D,234,58,38,30,14,32,0.41025641025641024,0.18803418803418803,high
SOD1,84,58,14,6,4,2,0.8571428571428571,0.11904761904761904,high
CYP21A2,160,57,15,44,28,10,0.45,0.45,high
MERTK,141,57,12,22,12,38,0.48936170212765956,0.24113475177304963,high
CYP11B1,213,57,26,46,36,46,0.38967136150234744,0.38497652582159625,high
CTSD,220,57,4,22,54,83,0.2772727272727273,0.34545454545454546,high
SLC7A7,173,57,44,20,10,42,0.5838150289017341,0.17341040462427745,high
AP5Z1,293,56,2,32,78,125,0.19795221843003413,0.37542662116040953,high
AIRE,138,56,24,22,18,8,0.5797101449275363,0.2898550724637681,high
CHD2,103,56,4,22,14,7,0.5825242718446602,0.34951456310679613,high
CHRND,162,56,2,14,24,62,0.35802469135802467,0.2345679012345679,high
CLCN7,198,56,2,64,22,54,0.29292929292929293,0.43434343434343436,high
INVS,196,56,4,16,44,74,0.30612244897959184,0.30612244897959184,high
PLOD1,168,56,14,20,28,50,0.4166666666666667,0.2857142857142857,high
SLC26A2,284,56,48,24,32,124,0.36619718309859156,0.19718309859154928,high
ADSL,150,56,24,12,6,52,0.5333333333333333,0.12,high
AIP,185,56,13,16,16,34,0.372972972972973,0.17297297297297298,high
SNRNP200,162,56,2,24,32,48,0.35802469135802467,0.345679012345679,high
POR,142,56,8,16,6,56,0.4507042253521127,0.15492957746478872,high
TRIP11,246,56,4,56,26,104,0.24390243902439024,0.3333333333333333,high
PNPLA2,128,56,0,22,24,26,0.4375,0.359375,high
MAN1B1,162,56,2,26,26,52,0.35802469135802467,0.32098765432098764,high
EBP,97,56,32,2,4,3,0.9072164948453608,0.061855670103092786,high
TSEN54,180,56,6,42,26,50,0.34444444444444444,0.37777777777777777,high
PHKB,178,56,4,18,36,64,0.33707865168539325,0.30337078651685395,high
GLI2,320,56,12,52,109,91,0.2125,0.503125,high
SCNN1A,141,56,2,12,38,33,0.41134751773049644,0.3546099290780142,high
YARS2,127,56,14,4,40,13,0.5511811023622047,0.3464566929133858,high
FANCD2,245,55,4,60,58,64,0.24081632653061225,0.4816326530612245,high
WAS,94,55,14,2,14,5,0.7340425531914894,0.1702127659574468,high
SMARCA2,243,55,18,54,72,24,0.3004115226337449,0.5185185185185185,high
KCNMA1,193,54,2,20,44,73,0.29015544041450775,0.3316062176165803,high
CNGA3,152,54,24,14,12,48,0.5131578947368421,0.17105263157894737,high
KDM5C,118,54,8,8,18,20,0.5254237288135594,0.22033898305084745,high
GARS1,168,54,4,34,44,32,0.34523809523809523,0.4642857142857143,high
CSF1R,256,54,10,74,46,50,0.25,0.46875,high
ASXL1,150,54,4,32,42,14,0.38666666666666666,0.49333333333333335,high
MMACHC,169,54,14,22,10,69,0.40236686390532544,0.1893491124260355,high
ALS2,180,54,8,34,30,46,0.34444444444444444,0.35555555555555557,high
GJA1,118,54,4,10,10,40,0.4915254237288136,0.1694915254237288,high
RP1,204,54,24,28,30,68,0.38235294117647056,0.28431372549019607,high
BBS9,213,54,18,46,40,53,0.3380281690140845,0.40375586854460094,high
LAMB2,178,54,10,14,32,66,0.3595505617977528,0.25842696629213485,high
ELP1,218,54,4,44,28,88,0.26605504587155965,0.3302752293577982,high
EYA4,198,54,4,18,40,82,0.29292929292929293,0.29292929292929293,high
CHRNG,128,54,8,10,24,32,0.484375,0.265625,high
DIS3L2,157,54,0,14,39,50,0.34394904458598724,0.3375796178343949,high
PTH1R,116,54,0,6,28,28,0.46551724137931033,0.29310344827586204,high
IQSEC2,84,54,4,8,2,16,0.6904761904761905,0.11904761904761904,high
SNTA1,170,54,0,4,32,80,0.3176470588235294,0.21176470588235294,high
SHH,103,53,10,16,8,14,0.6116504854368932,0.23300970873786409,high
FOXP1,203,53,8,22,32,82,0.30049261083743845,0.2660098522167488,high
SLC4A11,101,53,10,22,2,14,0.6237623762376238,0.2376237623762376,high
RPS6KA3,83,53,6,4,12,8,0.7108433734939759,0.1927710843373494,high
PROS1,143,53,4,4,10,72,0.3986013986013986,0.0979020979020979,high
MYOT,142,52,6,8,36,40,0.4084507042253521,0.30985915492957744,high
SLC12A6,262,52,8,60,40,102,0.22900763358778625,0.3816793893129771,high
CFH,174,52,8,22,52,34,0.3448275862068966,0.42528735632183906,high
MAP2K2,318,52,14,104,72,76,0.20754716981132076,0.5534591194968553,high
VDR,204,52,4,24,14,110,0.27450980392156865,0.18627450980392157,high
ITGB2,138,52,12,36,16,18,0.463768115942029,0.37681159420289856,high
CHD8,87,52,6,2,10,17,0.6666666666666666,0.13793103448275862,high
ACE,210,52,8,50,20,80,0.2857142857142857,0.3333333333333333,high
TCTN2,159,52,15,28,30,34,0.42138364779874216,0.36477987421383645,high
MEF2C,134,52,14,12,18,38,0.4925373134328358,0.22388059701492538,high
RARS2,150,52,22,28,24,24,0.49333333333333335,0.3466666666666667,high
RAG1,224,52,38,34,14,78,0.4017857142857143,0.21428571428571427,high
MAN2B1,192,52,56,16,14,54,0.5625,0.15625,high
SLC26A3,174,52,64,8,20,30,0.6666666666666666,0.16091954022988506,high
INPP5E,184,52,14,40,40,38,0.358695652173913,0.43478260869565216,high
FIG4,170,52,10,22,24,62,0.36470588235294116,0.27058823529411763,high
NDUFV1,112,52,10,8,8,34,0.5535714285714286,0.14285714285714285,high
BBS10,160,52,16,20,14,58,0.425,0.2125,high
GH1,89,51,2,2,10,24,0.5955056179775281,0.1348314606741573,high
SCNN1B,117,51,6,10,28,22,0.48717948717948717,0.3247863247863248,high
APOA1,81,51,0,4,8,18,0.6296296296296297,0.14814814814814814,high
CYP17A1,89,51,14,6,2,16,0.7303370786516854,0.0898876404494382,high
FOXL2,71,51,8,8,2,0,0.8309859154929577,0.14084507042253522,high
SALL4,123,51,4,24,22,22,0.44715447154471544,0.37398373983739835,high
NEXN,258,50,2,16,52,138,0.20155038759689922,0.26356589147286824,high
ERCC4,277,50,12,50,38,115,0.22382671480144403,0.3176895306859206,high
GRHPR,112,50,18,12,14,16,0.6071428571428571,0.23214285714285715,high
CHIT1,98,50,0,10,2,34,0.5102040816326531,0.12244897959183673,high
AAAS,100,50,14,2,12,22,0.64,0.14,high
FKBP10,118,50,6,12,12,38,0.4745762711864407,0.2033898305084746,high
LBR,122,50,2,20,16,34,0.4262295081967213,0.29508196721311475,high
CDH3,170,50,0,24,14,82,0.29411764705882354,0.2235294117647059,high
TTC19,160,50,0,10,18,82,0.3125,0.175,high
MMAB,254,50,14,58,24,108,0.25196850393700787,0.3228346456692913,high
MYO5B,304,50,4,88,28,134,0.17763157894736842,0.3815789473684211,high
HGSNAT,158,50,6,18,14,70,0.35443037974683544,0.20253164556962025,high
DNAI2,170,50,2,30,46,42,0.3058823529411765,0.4470588235294118,high
KMT2A,84,50,12,8,8,4,0.7380952380952381,0.19047619047619047,high
LCT,142,50,12,18,20,42,0.43661971830985913,0.2676056338028169,high
SF3B4,78,50,2,8,14,4,0.6666666666666666,0.28205128205128205,high
SOX10,82,50,10,6,10,6,0.7317073170731707,0.1951219512195122,high
EXT1,150,50,10,30,18,40,0.4,0.32,high
F2,86,50,6,2,12,16,0.6511627906976745,0.16279069767441862,high
G6PC1,174,50,16,24,8,74,0.3793103448275862,0.1839080459770115,high
DGUOK,104,50,16,4,12,22,0.6346153846153846,0.15384615384615385,high
