orpha_code,name,disorder_type,group,synonyms,geo_prevalence
337,Fibrodysplasia ossificans progressiva,Disease,Disorder,FOP|Myositis ossificans progressiva|Stone man syndrome,Global
3444,Watson syndrome,Malformation syndrome,Disorder,Pulmonic stenosis with 'café-au-lait' spots,Global
377,Gorlin syndrome,Malformation syndrome,Disorder,Basal cell nevus syndrome|Gorlin-Goltz syndrome|NBCCS|Nevoid basal cell carcinoma syndrome,Global
648,Noonan syndrome,Malformation syndrome,Disorder,,Global
281,Monosomy 5p syndrome,Malformation syndrome,Disorder,Cri du chat syndrome|Deletion 5p,Global
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",Disease,Disorder,"17-beta-hydroxysteroid dehydrogenase 3 deficiency|17-ketoreductase deficiency|17-ketosteroidreductase deficiency|46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",Global
214,Cystinuria,Disease,Disorder,Cystinuria-lysinuria syndrome,Global
510,Lesch-Nyhan syndrome,Disease,Disorder,"HPRT complete deficiency|HPRT deficiency grade IV|Hypoxanthine guanine phosphoribosyltransferase complete deficiency|Hypoxanthine guanine phosphoribosyltransferase deficiency, grade IV",Global
524,Li-Fraumeni syndrome,Disease,Disorder,,Global
699,Pearson syndrome,Disease,Disorder,Pearson marrow-pancreas syndrome|PMPS,Global
640,Hereditary neuropathy with liability to pressure palsies,Malformation syndrome,Disorder,Current pressure-sensitive neuropathy|HNPP|Heterozygous microdeletion 17p11.2p12|Potato-grubbing palsy|Tomaculous neuropathy|Tulip-bulb digger's palsy,Global
60,Alpha-1-antitrypsin deficiency,Disease,Disorder,Alpha1-antitrypsin deficiency|Alpha-1-proteinase inhibitor deficiency,Global
895,Waardenburg syndrome type 2,Clinical subtype,Subtype of disorder,WS2|Waardenburg syndrome type II,Global
896,Waardenburg syndrome type 3,Clinical subtype,Subtype of disorder,Klein-Waardenburg syndrome|WS3|Waardenburg syndrome with limb anomalies|Waardenburg syndrome type III,Global
3140,NON RARE IN EUROPE: Schizophrenia,Disease,Disorder,,Global
857,Townes-Brocks syndrome,Malformation syndrome,Disorder,"Sensorineural hearing loss with imperforate anus and hypoplastic thumbs|REAR syndrome|Renal-ear-anal-radial syndrome|Sensorineural deafness with imperforate anus and hypoplastic thumbs|TBS|Townes syndrome|Imperforate anus-hand, foot and ear anomalies syndrome",Global
894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,WS1|Waardenburg syndrome type I,Global
682,Hyperkalemic periodic paralysis,Disease,Disorder,Adynamia episodica hereditaria|Familial hyperPP|Familial hyperkalemic periodic paralysis|Gamstorp disease|Gamstorp episodic adynamy|HYPP|HyperKPP|HyperPP|Hyperkalemic PP|Primary hyperPP|Primary hyperkalemic periodic paralysis,Global
800,Schwartz-Jampel syndrome,Disease,Disorder,"Aberfeld syndrome|Burton skeletal dysplasia|Burton syndrome|Catel-Hempel syndrome|Dysostosis enchondralis metaepiphysaria, Catel-Hempel type|Myotonic chondrodystrophy|Myotonic myopathy, dwarfism, chondrodystrophy, ocular and facial anomalies|Osteochondromuscular dystrophy|SJS|SJS1|Schwartz-Jampel syndrome type 1|Schwartz-Jampel-Aberfeld syndrome",Global
706,NON RARE IN EUROPE: Patent arterial duct,Morphological anomaly,Disorder,NON RARE IN EUROPE: Patent ductus arteriosus|NON RARE IN EUROPE: Persistent patency of the arterial duct,Global
628,Diastrophic dysplasia,Disease,Disorder,Diastrophic dwarfism,Global
673,Malaria,Disease,Disorder,,Global
681,Hypokalemic periodic paralysis,Disease,Disorder,Westphall disease,Global
126,Blepharophimosis-ptosis-epicanthus inversus syndrome,Malformation syndrome,Disorder,BPES,Global
107,BOR syndrome,Malformation syndrome,Disorder,Branchiootorenal syndrome|Branchiootorenal spectrum disorder|Melnick-Fraser syndrome,Global
774,Hereditary hemorrhagic telangiectasia,Disease,Disorder,HHT|Rendu-Osler disease|Rendu-Osler-Weber disease,Global
794,Saethre-Chotzen syndrome,Malformation syndrome,Disorder,ACS3|Acrocephalosyndactyly type 3|SCS,Global
710,Pfeiffer syndrome,Malformation syndrome,Disorder,ACS5|Acrocephalosyndactyly type 5,Global
2869,Peutz-Jeghers syndrome,Disease,Disorder,Hamartomatous intestinal polyposis|PJS,Global
862,NON RARE IN EUROPE: Hereditary essential tremor,Disease,Disorder,,Global
893,WAGR syndrome,Malformation syndrome,Disorder,Del(11)(p13)|Deletion 11p13|Monosomy 11p13|Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome,Global
912,Zellweger syndrome,Disease,Disorder,Cerebrohepatorenal syndrome|ZS|Severe peroxisome biogenesis disorder-Zellweger spectrum disorder|Severe PBD-ZSD,Global
50,Aicardi syndrome,Disease,Disorder,Agenesis of corpus callosum with chorioretinal abnormality,Global
53,Albers-Schönberg osteopetrosis,Malformation syndrome,Disorder,Osteopetrosis autosomal dominant type 2,Global
14,Abetalipoproteinemia,Disease,Disorder,Bassen-Kornzweig disease|Homozygous familial hypobetalipoproteinemia,Global
52,Alagille syndrome,Malformation syndrome,Disorder,Alagille-Watson syndrome|Arteriohepatic dysplasia|Syndromic bile duct paucity,Global
167,Chédiak-Higashi syndrome,Disease,Disorder,Chédiak-Higashi disease|Chédiak-Higashi-Steinbrink syndrome,Global
195,Cat-eye syndrome,Malformation syndrome,Disorder,CES,Global
207,Crouzon syndrome,Malformation syndrome,Disorder,Crouzon craniofacial dysostosis,Global
205,Crigler-Najjar syndrome,Disease,Disorder,Bilirubin uridinediphosphate glucuronosyltransferase deficiency|Bilirubin-UGT deficiency,Global
160148,Cap polyposis,Disease,Disorder,Cap inflammatory polyposis|Eroded polypoid hyperplasia|Inflammatory myoglandular polyps|Polypoid prolapsing folds,Global
201,Cowden syndrome,Clinical subtype,Subtype of disorder,Cowden disease|Multiple hamartoma syndrome,Global
192,Coffin-Lowry syndrome,Malformation syndrome,Disorder,CLS,Global
2442,X-linked lymphoproliferative disease,Clinical group,Group of disorders,Duncan disease|Purtilo syndrome|XLP,Global
169808,Mild hemophilia A,Clinical subtype,Subtype of disorder,Mild congenital factor VIII deficiency|Mild congenital F8 deficiency,Global
169826,Congenital vitamin K-dependent coagulation factors deficiency,Category,Group of disorders,,Global
169802,Severe hemophilia A,Clinical subtype,Subtype of disorder,Severe congenital factor VIII deficiency|Severe congenital F8 deficiency,Global
169805,Moderate hemophilia A,Clinical subtype,Subtype of disorder,Moderate congenital factor VIII deficiency|Moderate congenital F8 deficiency,Global
562,McCune-Albright syndrome,Disease,Disorder,,Global
565,Menkes disease,Disease,Disorder,Menkes kinky hair disease|MD|Menkes syndrome,Global
2443,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,Category,Group of disorders,Mitochondrial oxidative phosphorylation disorder due to nDNA anomalies|OXPHOS disease due to nDNA anomalies|OXPHOS disease due to nuclear DNA anomalies,Global
555,NON RARE IN EUROPE: Celiac disease,Disease,Disorder,NON RARE IN EUROPE: Celiac sprue|NON RARE IN EUROPE: Coeliac sprue|NON RARE IN EUROPE: Coeliac disease|NON RARE IN EUROPE: Nontropical sprue|NON RARE IN EUROPE: Gluten intolerance|NON RARE IN EUROPE: Idiopathic steatorrhea|NON RARE IN EUROPE: Gluten-induced enteropathy|NON RARE IN EUROPE: Gluten-sensitive enteropathy,Global
474,Jeune syndrome,Malformation syndrome,Disorder,Asphyxiating thoracic dystrophy of the newborn|JATD|Jeune asphyxiating thoracic dystrophy,Global
540,Familial hemophagocytic lymphohistiocytosis,Disease,Disorder,Familial HLH,Global
568,"Microphthalmia, Lenz type",Malformation syndrome,Disorder,Lenz microphthalmia,Global
564,Meckel syndrome,Malformation syndrome,Disorder,Dysencephalia splanchnocystica|Meckel-Gruber syndrome,Global
289,Ellis Van Creveld syndrome,Malformation syndrome,Disorder,Chondroectodermal dysplasia|Mesodermic dysplasia,Global
258,Laminin subunit alpha 2-related congenital muscular dystrophy,Malformation syndrome,Disorder,CMD1A|Congenital muscular dystrophy due to laminin alpha2 deficiency|MDC1A|Merosin-negative congenital muscular dystrophy|Congenital muscular dystrophy type 1A,Global
1247,Schistosomiasis,Disease,Disorder,Bilharziasis,Global
112,Bartter syndrome,Disease,Disorder,"Renal tubular normotensive hypokalemic alkalosis with hypercalciuria|Salt-losing tubular disorder, Henle's loop type|Salt-wasting tubulopathy, Henle's loop type",Global
169446,OBSOLETE: Autosomal recessive hyper-IgE syndrome,Category,Group of disorders,OBSOLETE: AR-HIES|OBSOLETE: Autosomal recessive HIES|OBSOLETE: Non-skeletal hyper-IgE syndrome|OBSOLETE: Hyperimmunoglobulin E syndrome type 2,Global
169443,Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells,Category,Group of disorders,,Global
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,Disorder,Male infertility due to chromosome Y microdeletion|Microdeletion of the AZF region on the Y chromosome,Global
169464,Primary CD59 deficiency,Disease,Disorder,,Global
99,Autosomal dominant cerebellar ataxia,Category,Group of disorders,ADCA|Autosomal dominant spinocerebellar ataxia,Global
116,Beckwith-Wiedemann syndrome,Malformation syndrome,Disorder,BWS|Exomphalos-macroglossia-gigantism syndrome|Wiedemann-Beckwith syndrome,Global
87,Apert syndrome,Malformation syndrome,Disorder,ACS1|Acrocephalosyndactyly type 1,Global
169618,NON RARE IN EUROPE: Secondary central precocious puberty,Etiological subtype,Subtype of disorder,,Global
169615,NON RARE IN EUROPE: Idiopathic central precocious puberty,Etiological subtype,Subtype of disorder,,Global
97,Familial paroxysmal ataxia,Disease,Disorder,Episodic ataxia type 2,Global
169467,Recurrent Neisseria infections due to factor D deficiency,Disease,Disorder,,Global
313,Lamellar ichthyosis,Disease,Disorder,LI,Global
169799,Mild hemophilia B,Clinical subtype,Subtype of disorder,Mild congenital factor IX deficiency|Mild congenital F9 deficiency,Global
169796,Moderate hemophilia B,Clinical subtype,Subtype of disorder,Moderate congenital F9 deficiency|Moderate congenital factor IX deficiency,Global
169793,Severe hemophilia B,Clinical subtype,Subtype of disorder,Severe congenital factor IX deficiency|Severe congenital F9 deficiency,Global
406,NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia,Disease,Disorder,NON RARE IN EUROPE: HeFH,Global
171220,Isolated rectal duplication,Morphological anomaly,Disorder,,Global
1000,Ocular albinism with late-onset sensorineural deafness,Disease,Disorder,Ocular albinism with late-onset sensorineural hearing loss,Global
999,Ermine phenotype,Malformation syndrome,Disorder,O'Doherty syndrome|Pigmentary disorder with hearing loss|Pigmentary disorder with deafness,Global
171430,Severe congenital nemaline myopathy,Disease,Disorder,,Global
171433,Intermediate nemaline myopathy,Disease,Disorder,,Global
171436,Typical nemaline myopathy,Disease,Disorder,,Global
171439,Childhood-onset nemaline myopathy,Disease,Disorder,Mild nemaline myopathy,Global
55,Oculocutaneous albinism,Clinical group,Group of disorders,OCA,Global
171442,Adult-onset nemaline myopathy,Disease,Disorder,,Global
171445,Muscle filaminopathy,Disease,Disorder,FLNC-associated myofibrillar myopathy|Filamin C-related filaminopathy|MFM5,Global
171607,X-linked spastic paraplegia type 34,Disease,Disorder,SPG34,Global
2771,Bruck syndrome,Malformation syndrome,Disorder,Osteogenesis imperfecta-congenital joint contractures syndrome,Global
106,NON RARE IN EUROPE: Autism,Malformation syndrome,Disorder,,Global
171612,Autosomal dominant spastic paraplegia type 37,Disease,Disorder,SPG37,Global
171617,Autosomal dominant spastic paraplegia type 38,Disease,Disorder,SPG38,Global
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss,Malformation syndrome,Disorder,mtDNA-related cardiomyopathy and deafness|Maternally-inherited cardiomyopathy and deafness|tRNA-LYS-related cardiomyopathy-hearing loss syndrome|mtDNA-related cardiomyopathy and hearing loss,Global
171622,Autosomal recessive spastic paraplegia type 32,Disease,Disorder,SPG32,Global
171629,Autosomal recessive spastic paraplegia type 35,Disease,Disorder,SPG35,Global
357,NON RARE IN EUROPE: Gilbert syndrome,Disease,Disorder,NON RARE IN EUROPE: Familial cholemia|NON RARE IN EUROPE: Hyperbilirubinemia type 1,Global
861,Treacher-Collins syndrome,Malformation syndrome,Disorder,Franceschetti-Klein syndrome|Mandibulofacial dysostosis without limb anomalies,Global
308,Progressive myoclonic epilepsy type 1,Disease,Disorder,Unverricht-Lundborg disease|EPM1|Progressive myoclonus epilepsy type 1|ULD,Global
1991,Cleft lip with or without cleft palate,Clinical group,Group of disorders,"Tessier cleft number 1,2",Global
199,Cornelia de Lange syndrome,Malformation syndrome,Disorder,Brachmann-de Lange syndrome,Global
171201,OBSOLETE: High isolated anorectal malformation,Morphological anomaly,Disorder,,Global
2162,Holoprosencephaly,Malformation syndrome,Disorder,HPE,Global
930,Idiopathic achalasia,Disease,Disorder,Achalasia cardia|Idiopathic achalasia of esophagus|Primary achalasia,Global
171215,OBSOLETE: Low isolated anorectal malformation,Morphological anomaly,Disorder,,Global
998,Albinism-deafness syndrome,Malformation syndrome,Disorder,Albinism-hearing loss syndrome,Global
171208,OBSOLETE: Intermediate isolated anorectal malformation,Morphological anomaly,Disorder,,Global
1727,22q11.2 duplication syndrome,Malformation syndrome,Disorder,Dup(22)(q11)|Duplication 22q11.2|Trisomy 22q11.2|22q11.2 microduplication syndrome,Global
169079,Cernunnos-XLF deficiency,Disease,Disorder,Cernunnos XLFD|Cernunnos deficiency|Combined immunodeficiency-microcephaly-growth retardation-sensitivity to ionizing radiation syndrome|NHEJ1 deficiency,Global
1716,Distal duplication 18q syndrome,Malformation syndrome,Disorder,Distal trisomy 18q|Telomeric duplication 18q|Trisomy 18qter,Global
1715,Trisomy 18p syndrome,Malformation syndrome,Disorder,Duplication 18p|Duplication of the short arm of chromosome 18|Trisomy of the short arm of chromosome 18,Global
3380,Trisomy 18 syndrome,Malformation syndrome,Disorder,Chromosome 18 duplication|Edwards syndrome,Global
168984,CLAPO syndrome,Malformation syndrome,Disorder,,Global
1707,Distal duplication 15q syndrome,Etiological subtype,Subtype of disorder,Distal trisomy 15q|Telomeric duplication 15q|Trisomy 15qter,Global
168999,Malignant melanoma of the mucosa,Disease,Disorder,,Global
3378,Trisomy 13 syndrome,Malformation syndrome,Disorder,Patau syndrome,Global
168972,Kahrizi syndrome,Disease,Disorder,"Intellectual disability, Kahrizi type|Intellectual disability-cataract-coloboma-kyphosis syndrome",Global
169110,Immunoglobulin heavy chain deficiency,Disease,Disorder,,Global
169100,Immunodeficiency due to CD25 deficiency,Disease,Disorder,Interleukin-2 receptor alpha chain deficiency,Global
169105,Thymoma-hypogammaglobulinemia syndrome,Disease,Disorder,Good syndrome,Global
169090,Combined immunodeficiency due to CRAC channel dysfunction,Disease,Disorder,Immune dysfunction due to T-cell inactivation due to calcium entry defect,Global
236,Trisomy 9p syndrome,Malformation syndrome,Disorder,Duplication 9p|Duplication of the short arm of chromosome 9|Trisomy of the short arm of chromosome 9,Global
169095,Severe combined immunodeficiency due to FOXN1 deficiency,Disease,Disorder,Alymphoid cystic thymic dysgenesis|Nude/SCID|SCID due to FOXN1 deficiency|Severe T-cell immunodeficiency-congenital alopecia-nail dystrophy syndrome|Winged helix deficiency|Nude/severe combined immunodeficiency,Global
169082,Combined immunodeficiency due to CD3gamma deficiency,Disease,Disorder,,Global
169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation,Disease,Disorder,Familial CD8 deficiency,Global
168829,Primary peritoneal carcinoma,Disease,Disorder,EOPPC|Extra-ovarian primary peritoneal carcinoma|PPC|Primary peritoneal serous carcinoma|Serous surface papillary carcinoma,Global
168816,Peritoneal inclusion cyst,Disease,Disorder,Benign multicystic peritoneal mesothelioma|Multicystic mesothelioma|Multilocular peritoneal inclusion cyst|Peritoneal cyctic mesothelioma,Global
753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency",Disease,Disorder,"46,XY DSD due to 5-alpha-reductase 2 deficiency|Pseudovaginal perineoscrotal hypospadias|Steroid 5-alpha-reductase 2 deficiency|46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",Global
