orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:401920,Fibrolamellar hepatocellular carcinoma,Disease,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,19p13.12,Part of a fusion gene in,601639,9380,ENSG00000072062
ORPHA:401911,AXIN2-related polyposis,Disease,AXIN2,axin 2,17q24.1,Disease-causing germline mutation(s) in,604025,904,ENSG00000168646
ORPHA:401901,Huntington disease-like syndrome due to C9ORF72 expansions,Disease,C9ORF72,C9orf72-SMCR8 complex subunit,9p21.2,Disease-causing germline mutation(s) in,614260,28337,ENSG00000147894
ORPHA:401959,Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,Malformation syndrome,KPNA7,karyopherin subunit alpha 7,7q22.1,Disease-causing germline mutation(s) in,614107,21839,ENSG00000185467
ORPHA:401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,Disease,CA5A,carbonic anhydrase 5A,16q24.2,Disease-causing germline mutation(s) in,114761,1377,ENSG00000174990
ORPHA:401945,Moyamoya disease with early-onset achalasia,Disease,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,4q32.1,Disease-causing germline mutation(s) (loss of function) in,139396,4685,ENSG00000164116
ORPHA:401986,1p31p32 microdeletion syndrome,Malformation syndrome,NFIA,nuclear factor I A,1p31.3,Role in the phenotype of,600727,7784,ENSG00000162599
ORPHA:401979,"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",Malformation syndrome,PAM16,presequence translocase associated motor 16,16p13.3,Disease-causing germline mutation(s) in,614336,29679,ENSG00000217930
ORPHA:401973,MEND syndrome,Malformation syndrome,EBP,EBP cholestenol delta-isomerase,Xp11.23,Disease-causing germline mutation(s) in,300205,3133,ENSG00000147155
ORPHA:401964,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,Disease,DCAF8,DDB1 and CUL4 associated factor 8,1q23.2,Disease-causing germline mutation(s) in,615820,24891,ENSG00000132716
ORPHA:402003,Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering,Disease,KRT6C,keratin 6C,12q13.13,Disease-causing germline mutation(s) in,612315,20406,ENSG00000170465
ORPHA:401996,Karyomegalic interstitial nephritis,Disease,FAN1,FANCD2 and FANCI associated nuclease 1,15q13.3,Disease-causing germline mutation(s) in,613534,29170,ENSG00000198690
ORPHA:402017,Acute myeloid leukemia with t(9;11)(p22;q23),Disease,KMT2A,lysine methyltransferase 2A,11q23.3,Part of a fusion gene in,159555,7132,ENSG00000118058
ORPHA:402017,Acute myeloid leukemia with t(9;11)(p22;q23),Disease,MLLT3,MLLT3 super elongation complex subunit,9p21.3,Part of a fusion gene in,159558,7136,ENSG00000171843
ORPHA:402020,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2),Disease,MECOM,MDS1 and EVI1 complex locus,3q26.2,Part of a fusion gene in,165215,3498,ENSG00000085276
ORPHA:402020,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2),Disease,RPN1,ribophorin I,3q21.3,Part of a fusion gene in,180470,10381,ENSG00000163902
ORPHA:402014,Acute myeloid leukemia with t(6;9)(p23;q34),Disease,NUP214,nucleoporin 214,9q34.13,Part of a fusion gene in,114350,8064,ENSG00000126883
ORPHA:402014,Acute myeloid leukemia with t(6;9)(p23;q34),Disease,DEK,DEK proto-oncogene,6p22.3,Part of a fusion gene in,125264,2768,ENSG00000124795
ORPHA:402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),Disease,RBM15,RNA binding motif protein 15,1p13.3,Part of a fusion gene in,606077,14959,ENSG00000162775
ORPHA:402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),Disease,MRTFA,myocardin related transcription factor A,22q13.1-q13.2,Part of a fusion gene in,606078,14334,ENSG00000196588
ORPHA:402026,Acute myeloid leukemia with NPM1 somatic mutations,Disease,NPM1,nucleophosmin 1,5q35.1,Disease-causing somatic mutation(s) in,164040,7910,ENSG00000181163
ORPHA:402082,Progressive myoclonic epilepsy type 5,Disease,PRICKLE2,prickle planar cell polarity protein 2,3p14.1,Candidate gene tested in,608501,20340,ENSG00000163637
ORPHA:402082,Progressive myoclonic epilepsy type 5,Disease,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,Candidate gene tested in,174763,9179,ENSG00000140521
ORPHA:402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Malformation syndrome,MED17,mediator complex subunit 17,11q21,Disease-causing germline mutation(s) in,603810,2375,ENSG00000042429
ORPHA:402041,Autosomal recessive distal renal tubular acidosis,Clinical subtype,FOXI1,forkhead box I1,5q35.1,Disease-causing germline mutation(s) in,601093,3815,ENSG00000168269
ORPHA:402041,Autosomal recessive distal renal tubular acidosis,Clinical subtype,ATP6V0A4,ATPase H+ transporting V0 subunit a4,7q34,Disease-causing germline mutation(s) in,605239,866,ENSG00000105929
ORPHA:402041,Autosomal recessive distal renal tubular acidosis,Clinical subtype,ATP6V1B1,ATPase H+ transporting V1 subunit B1,2p13.3,Disease-causing germline mutation(s) in,192132,853,ENSG00000116039
ORPHA:402041,Autosomal recessive distal renal tubular acidosis,Clinical subtype,WDR72,WD repeat domain 72,15q21.3,Disease-causing germline mutation(s) in,613214,26790,ENSG00000166415
ORPHA:402075,Familial bicuspid aortic valve,Morphological anomaly,NKX2-5,NK2 homeobox 5,5q35.1,Disease-causing germline mutation(s) (loss of function) in,600584,2488,ENSG00000183072
ORPHA:402075,Familial bicuspid aortic valve,Morphological anomaly,GATA5,GATA binding protein 5,20q13.33,Disease-causing germline mutation(s) (loss of function) in,611496,15802,ENSG00000130700
ORPHA:402075,Familial bicuspid aortic valve,Morphological anomaly,ROBO4,roundabout guidance receptor 4,11q24.2,Disease-causing germline mutation(s) in,607528,17985,ENSG00000154133
ORPHA:402075,Familial bicuspid aortic valve,Morphological anomaly,NOTCH1,notch receptor 1,9q34.3,Disease-causing germline mutation(s) in,190198,7881,ENSG00000148400
ORPHA:402075,Familial bicuspid aortic valve,Morphological anomaly,SMAD6,SMAD family member 6,15q22.31,Disease-causing germline mutation(s) in,602931,6772,ENSG00000137834
ORPHA:806,Scott syndrome,Disease,ANO6,anoctamin 6,12q12,Disease-causing germline mutation(s) in,608663,25240,ENSG00000177119
ORPHA:404473,Intellectual disability-eye abnormalities-microcephaly-peripheral spasticity syndrome,Malformation syndrome,CTNNB1,catenin beta 1,3p22.1,Disease-causing germline mutation(s) in,116806,2514,ENSG00000168036
ORPHA:404463,Multisystemic smooth muscle dysfunction syndrome,Disease,ACTA2,"actin alpha 2, smooth muscle",10q23.31,Disease-causing germline mutation(s) in,102620,130,ENSG00000107796
ORPHA:404466,Female infertility due to zona pellucida defect,Disease,ZP2,zona pellucida glycoprotein 2,16p12.3-p12.2,Disease-causing germline mutation(s) in,182888,13188,ENSG00000103310
ORPHA:404466,Female infertility due to zona pellucida defect,Disease,ZP3,zona pellucida glycoprotein 3,7q11.23,Disease-causing germline mutation(s) (loss of function) in,182889,13189,ENSG00000188372
ORPHA:404466,Female infertility due to zona pellucida defect,Disease,ZP1,zona pellucida glycoprotein 1,11q12.2,Disease-causing germline mutation(s) in,195000,13187,ENSG00000149506
ORPHA:404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Malformation syndrome,FBLN1,fibulin 1,22q13.31,Disease-causing germline mutation(s) in,135820,3600,ENSG00000077942
ORPHA:404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,Disease,NGLY1,N-glycanase 1,3p24.2,Disease-causing germline mutation(s) (loss of function) in,610661,17646,ENSG00000151092
ORPHA:404443,Tatton-Brown-Rahman syndrome,Malformation syndrome,DNMT3A,DNA methyltransferase 3 alpha,2p23.3,Disease-causing germline mutation(s) in,602769,2978,ENSG00000119772
ORPHA:404448,Helsmoortel-Van der Aa syndrome,Malformation syndrome,ADNP,activity dependent neuroprotector homeobox,20q13.13,Disease-causing germline mutation(s) in,611386,15766,ENSG00000101126
ORPHA:404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,Malformation syndrome,QARS1,glutaminyl-tRNA synthetase 1,3p21.31,Disease-causing germline mutation(s) (loss of function) in,603727,9751,ENSG00000172053
ORPHA:404560,Familial atypical multiple mole melanoma syndrome,Disease,CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3,Disease-causing germline mutation(s) in,600160,1787,ENSG00000147889
ORPHA:404553,Deficiency of adenosine deaminase 2,Disease,ADA2,adenosine deaminase 2,22q11.1,Disease-causing germline mutation(s) (loss of function) in,607575,1839,ENSG00000093072
ORPHA:404546,DITRA,Disease,IL36RN,interleukin 36 receptor antagonist,2q14.1,Disease-causing germline mutation(s) (loss of function) in,605507,15561,ENSG00000136695
ORPHA:404521,Spinal muscular atrophy with respiratory distress type 2,Disease,LAS1L,LAS1 like ribosome biogenesis factor,Xq12,Disease-causing germline mutation(s) in,300964,25726,ENSG00000001497
ORPHA:404511,Clear cell papillary renal cell carcinoma,Histopathological subtype,HNF1A,HNF1 homeobox A,12q24.31,Biomarker tested in,142410,11621,ENSG00000135100
ORPHA:404511,Clear cell papillary renal cell carcinoma,Histopathological subtype,TMEM127,transmembrane protein 127,2q11.2,Major susceptibility factor in,613403,26038,ENSG00000135956
ORPHA:404511,Clear cell papillary renal cell carcinoma,Histopathological subtype,MITF,melanocyte inducing transcription factor,3p13,Major susceptibility factor in,156845,7105,ENSG00000187098
ORPHA:404511,Clear cell papillary renal cell carcinoma,Histopathological subtype,PBRM1,polybromo 1,3p21.1,Major susceptibility factor in,606083,30064,ENSG00000163939
ORPHA:404507,Chondromyxoid fibroma,Disease,GRM1,glutamate metabotropic receptor 1,6q24.3,Part of a fusion gene in,604473,4593,ENSG00000152822
ORPHA:404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,Disease,RUBCN,rubicon autophagy regulator,3q29,Disease-causing germline mutation(s) in,613516,28991,ENSG00000145016
ORPHA:404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,Disease,TDP2,tyrosyl-DNA phosphodiesterase 2,6p22.3,Disease-causing germline mutation(s) in,605764,17768,ENSG00000111802
ORPHA:404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Malformation syndrome,DICER1,"dicer 1, ribonuclease III",14q32.13,Disease-causing somatic mutation(s) in,606241,17098,ENSG00000100697
ORPHA:411536,Mild phosphoribosylpyrophosphate synthetase superactivity,Clinical subtype,PRPS1,phosphoribosyl pyrophosphate synthetase 1,Xq22.3,Disease-causing germline mutation(s) (loss of function) in,311850,9462,ENSG00000147224
